Tuete;Jahr;Stapel;Stapel Info;Tuetchen;Datum ;Fundort; Tuetchen Info;Menge an Schuppen ;Kernbodden;Boddenkette;Unklarheiten
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";137;28.02.86;Wittow;"1; 101; F !!; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";138;28.2.86;Wittow;"1; 88; 28.02";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";139;28.02.86;Wittow;"1; 91; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";140;28.2.86;Wittow;"1; 109; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";141;28.02.86;Wittow;"1; 81; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";142;28.2.86;Wittow;"1; 92; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";143;28.02.86;Wittow;"93; 1; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";144;28.2.86;Wittow;"1; 110; 28.02";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";145;28.02.86;Wittow;"1; 97; 28.02.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";146;8.3.86;Wittow;"Link 17; El 71; El Hecht; 2; 08.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";147;08.03.86;Wittow;"91; 1; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";148;8.3.86;Wittow;"1; 101; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";149;08.03.86;Wittow;"1; 102; 08.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";150;8.3.86;Wittow;"94; 08.03; 1";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";151;08.03.86;Wittow;"69; 2; 08.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";152;8.3.86;Wittow;"77; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";153;08.03.86;Wittow;"61; 2; 08.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";154;8.3.86;Wittow;"71; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";155;08.03.86;Wittow;"70; 2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";156;8.3.86;Wittow;"76; 2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";157;08.03.86;Wittow;"72; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";158;8.3.86;Wittow;"59; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";159;08.03.86;Wittow;"75; 2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";160;8.3.86;Wittow;"69; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";161;08.03.86;Wittow;"66; 2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";162;8.3.86;Wittow;"Link 17; 75; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";163;08.03.86;Wittow;"72; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";164;8.3.86;Wittow;"83;  2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";165;08.03.86;Wittow;"70; 2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";166;8.3.86;Wittow;"67; 2; 08.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";167;08.03.86;Wittow;"70; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";168;8.3.86;Wittow;"Link 17; 73; 2; 08.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";169;06.03.86;Wittow;"Liink 17; 1; 06.03.86; 104; El Hecht";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";170;06.03.86;Wittow;"1; 103; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";171;06.03.86;Wittow;"1; 99; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";172;06.03.86;Wittow;"1; 117; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";173;06.03.86;Wittow;"1; 91; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";174;06.03.86;Wittow;"1; 115; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";175;06.03.86;Wittow;"1; 88; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";176;06.03.86;Wittow;"1; 81; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";177;06.03.86;Wittow;"1; 120; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";178;06.03.86;Wittow;"1; 104; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";179;06.03.86;Wittow;"1; 115; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";180;06.03.86;Wittow;"1; 120; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";181;06.03.86;Wittow;"2; 70; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";182;06.03.86;Wittow;"2; 69; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";183;06.03.86;Wittow;"2; 70; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";184;06.03.86;Wittow;"2; 66; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";185;06.03.86;Wittow;"2; 61; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";186;06.03.86;Wittow;"2; 68; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";187;06.03.86;Wittow;"2; 71; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";188;06.03.86;Wittow;"2; 68; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";189;06.03.86;Wittow;"2; 76; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";190;06.03.86;Wittow;"2; 80; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";191;06.03.86;Wittow;"2; 72; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";192;06.03.86;Wittow;"2; 73; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";193;06.03.86;Wittow;"2; 79; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";194;06.03.86;Wittow;"2; 76; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";195;06.03.86;Wittow;"2; 75; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";196;06.03.86;Wittow;"2; 62; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";197;06.03.86;Wittow;"2; 64; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";198;06.03.86;Wittow;"2; 76; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";199;06.03.86;Wittow;"2; 76; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";200;06.03.86;Wittow;"2; 75; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";201;06.03.86;Wittow;"2; 73; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";202;06.03.86;Wittow;"2; 64; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";203;06.03.86;Wittow;"2; 73; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";204;06.03.86;Wittow;"2; 78; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";205;06.03.86;Wittow;"2; 66; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";206;06.03.86;Wittow;"2; 72; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";207;06.03.86;Wittow;"2; 69; Fot !; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";208;06.03.86;Wittow;"2; 73; fot !; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";209;06.03.86;Wittow;"2; 76; fot !; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";210;06.03.86;Wittow;"64; 2; 06.03.86";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";211;06.03.86;Wittow;"72; 2; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";212;06.03.86;Wittow;"2; 77; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";213;06.03.86;Wittow;"2; 64; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";214;06.03.86;Wittow;"2; 69; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";215;06.03.86;Wittow;"2; 81; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";216;06.03.86;Wittow;"2; 75; 06.03.86";Wenig;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";217;06.03.86;Wittow;"2; 74; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";218;06.03.86;Wittow;"2; 75; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";219;06.03.86;Wittow;"2; 71; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";220;06.03.86;Wittow;"2; 69; 06.03";Viel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";221;06.03.86;Wittow;"2; 72; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";222;06.03.86;Wittow;"2; 78; Fot !; 06.03";Wenig;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";223;06.03.86;Wittow;"2; 73; 06.03";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";224;06.03.86;Wittow;"2; 83; 06.03.86";Mittel;unbestimmt;Rügen;wahrscheinlich mesohalin
4;1986;1;"Februar/ März 1986; n = 25 + 23 + 45 + 56 + 70 = 219; Hecht 1 n. 2; Lt cm; 3.3.86 Wittow; Rest n Rügen 4";225;06.03.86;Wittow;"2; 82; Hecht; 06.03.86";Wenig;unbestimmt;Rügen;wahrscheinlich mesohalin
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
