Tuete;Jahr;Stapel;Stapel Info;Tuetchen;Datum ;Fundort; Tuetchen Info;Menge an Schuppen ;Kernbodden;Boddenkette;Unklarheiten
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";42;23.11.82;Gelbes Ufer ;"23.11.82; 12; Lt: 73,5 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";43;23.11.81;Gelbes Ufer ;"23.11.82; 13; Lt: 69 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";44;23.11.82;Gelbes Ufer ;"23.11.82; 14; Lt: 67,5 cm";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";45;23.11.82;Gelbes Ufer ;"23.11.82; 15; Lt: 66 cm";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";46;23.11.81;Gelbes Ufer ;"23.11.82; 16; Lt: 83 cm";Wenig;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";47;23.11.82;Gelbes Ufer ;"23.11.81; 17; Lt: 50,5 cm";Viel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";48;23.11.82;Gelbes Ufer ;"23.11.82; 18; Lt: 69,5 cm";Mittel;Strelasund;Greifswalder Bodden;
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";49;07.06.82;Freest;"R/ Peen; E.l. 82; 7.6.82; Freest";Mittel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";50;07.06.82;Freest;"Freest; 7.6.82; E.l. 81; R./ Peenest.";Viel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";51;07.06.82;Freest;"7.6.82; E.l. 65";Mittel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";52;07.06.82;Freest;"7.6.82 Freest; E.l. 67; Re. Peenest.";Viel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";53;07.06.82;Freest;"E.l. 53; Freest 7.6.82";Mittel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";54;29.03.82;Kantoperä Bodden;"Hecht 2; 61 cm; 29.03.82; Reuse; Kantoperä Bodden ";Mittel ;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";55;29.03.82;Kantoperä Bodden;"Hecht 2; 59 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";56;29.03.82;Kantoperä Bodden;"Hecht 2; 49 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";57;29.03.82;Kantoperä Bodden;"Hecht 2; 50 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";58;29.03.82;Kantoperä Bodden;"Hecht 2; 56 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";59;29.03.82;Kantoperä Bodden;"Hecht 2; 47 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";60;29.03.82;Kantoperä Bodden;"Hecht 2; 74 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";61;29.03.82;Kantoperä Bodden;"Hecht 2; 80 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";62;29.03.82;Kantoperä Bodden;"Hecht 1; 85 cm; 29.03.82; Reuse; Kantoperä Bodden; El 05/ 01/ 82";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";63;29.03.82;Kantoperä Bodden;"Hecht 1; 103 cm; 29,03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";64;29.03.82;Kantoperä Bodden;"Hecht 2; 68 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";65;29.03.82;Kantoperä Bodden;"Hecht 2; 61 cm; 29.03.82; Reuse; Kantoperä Bodden ";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";66;29.03.82;Kantoperä Bodden;"Hecht 2; 59,5 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";67;29.03.82;Kantoperä Bodden;"Hecht 2; 72,5 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";68;29.03.82;Kantoperä Bodden;"Hecht 2; 54 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";69;29.03.82;Kantoperä Bodden;"Hecht 2; 60,5 cm; 29.03.81; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";70;29.03.82;Kantoperä Bodden;"Hecht 2; 60 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";71;29.03.82;Kantoperä Bodden;"Hecht 2; 67 cm; 29.02.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";72;29.03.82;Kantoperä Bodden;"Hecht 2; 68 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";73;29.03.82;Kantoperä Bodden;"Hecht 2; 76 cm; 29.03.82; Reuse: Kantoperä Bodde";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";74;29.03.82;Kantoperä Bodden;"Hecht 2; 66,5 cm; 29.03.82; Reuse; Kantoperä Bodde";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";75;29.03.82;Kantoperä Bodden;"Hecht 2; 64 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";76;29.03.82;Kantoperä Bodden;"Hecht 2; 52,5 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";77;29.03.82;Kantoperä Bodden;"Hecht 2; 71 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";78;29.03.82;Kantoperä Bodden;"Hecht 2; 62 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";79;29.03.82;Kantoperä Bodden;"Hecht 2; 53 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";80;29.03.82;Kantoperä Bodden;"Hecht 2; 68 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";81;29.03.82;Kantoperä Bodden;"Hecht 2; 72 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";82;29.03.82;Kantoperä Bodden;"Hecht 2; 48 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";83;29.03.82;Kantoperä Bodden;"Hecht 2; 60 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";84;29.03.82;Kantoperä Bodden;"Hecht 2; 49 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";85;29.03.82;Kantoperä Bodden;"Hecht 2; 60 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";86;29.03.82;Kantoperä Bodden;"Hecht 2; 67 cm; 29.02.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";87;29.03.82;Kantoperä Bodden;"Hecht 2; 68 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";88;29.03.82;Kantoperä Bodden;"Hecht 2; 53 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";89;29.03.82;Kantoperä Bodden;"Hecht 2; 60 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";90;29.03.82;Kantoperä Bodden;"Hecht 2; 56 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";91;29.03.82;Kantoperä Bodden;"Hecht 2; 53 cm; 29.03.82; Reuse; Kantoperä Bodden";Viel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";92;29.03.82;Kantoperä Bodden;"Hecht 2; 65 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";93;29.03.82;Kantoperä Bodden;"Hecht 2; 60 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";94;29.03.82;Kantoperä Bodden;"Hecht 2; 63 cm; 29.03.82; Reuse; Kantoperä Bodden";Wenig;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";95;29.03.82;Kantoperä Bodden;"Hecht 2; 71 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";96;29.03.82;Kantoperä Bodden;"Link 12; Hecht 2; 49 cm; 29.03.82; reuse; Kantoperä Bodden; El 05/ 01/ 82";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";97;29.03.82;Kantoperä Bodden;"Hecht 2; 50 cm; 29.03.82; Reuse; Kantoperä Bodden";Mittel;Breezer Bodden;Nordgügen;mesohalin
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";98;09.06.82;Freest;"El, 2235/ 2075; 68/ 59; Männlich 6; El 02/ 03/ 82; 1 ";Wenig;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";99;09.06.82;Freest;"El; 2575/ 2325; 70/ 60; Weiblich 6; 2";Mittel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";100;09.06.82;Freest;"2245/ 2085; 67,5/ 59; Männlich 6; 3";Mittel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
3;"1980; 1981; 1982; 1983";2;"1982; Kantoperä Bo. n = 42; Rankwitz n = 5; Stahlbrode Gelbes Ufer n = -21 + 18; Lauterbach n =30; Freest 5 + 11 + 10 + 4 = 30; Usedom n = 17; Peenestrom n = 6; => 169";101;09.06.82;Freest;"El 2760/ 2530; 75/ 66; Weiblich 6; 4";Mittel;Peenestrom oder Greifswalder Bodden;Peenestrom oder Greifswalder Bodden;Kann sowohl zu Peenestrom als auch Greifswalder Bodden (Süd)
